"NAME";"ORIGINAL SIZE";"AFTER RESTRICTING TO DATASET";"STATUS"
"3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING (GO:0050656)";10;NA;"Rejected!"
"4_GALACTOSYL_N_ACETYLGLUCOSAMINIDE_3_ALPHA_L_FUCOSYLTRANSFERASE_ACTIVITY (GO:0017083)";6;NA;"Rejected!"
"4_IRON_4_SULFUR_CLUSTER_BINDING (GO:0051539)";45;44;""
"5S_RRNA_BINDING (GO:0008097)";10;NA;"Rejected!"
"5_3_DNA_EXONUCLEASE_ACTIVITY (GO:0035312)";9;NA;"Rejected!"
"5_3_DNA_HELICASE_ACTIVITY (GO:0043139)";9;NA;"Rejected!"
"5_3_EXONUCLEASE_ACTIVITY (GO:0008409)";18;18;""
"5_ALPHA_ANDROSTANE_3_BETA_17_BETA_DIOL_DEHYDROGENASE_NADPPLUS_ACTIVITY (GO:0047024)";6;NA;"Rejected!"
"5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY (GO:0051575)";8;NA;"Rejected!"
"5_N_7_METHYLGUANOSINE_5_TRIPHOSPHO_MRNA_HYDROLASE_ACTIVITY (GO:0140933)";10;NA;"Rejected!"
"7SK_SNRNA_BINDING (GO:0097322)";9;NA;"Rejected!"
"7S_RNA_BINDING (GO:0008312)";7;NA;"Rejected!"
"ABC_TYPE_GLUTATHIONE_S_CONJUGATE_TRANSPORTER_ACTIVITY (GO:0015431)";8;NA;"Rejected!"
"ABC_TYPE_TRANSPORTER_ACTIVITY (GO:0140359)";49;48;""
"ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY (GO:0008559)";14;NA;"Rejected!"
"ACETYLATION_DEPENDENT_PROTEIN_BINDING (GO:0140033)";14;NA;"Rejected!"
"ACETYLCHOLINE_BINDING (GO:0042166)";10;NA;"Rejected!"
"ACETYLCHOLINE_GATED_MONOATOMIC_CATION_SELECTIVE_CHANNEL_ACTIVITY (GO:0022848)";17;NA;"Rejected!"
"ACETYLCHOLINE_RECEPTOR_ACTIVITY (GO:0015464)";37;23;""
"ACETYLCHOLINE_RECEPTOR_BINDING (GO:0033130)";15;NA;"Rejected!"
"ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY (GO:0030550)";8;NA;"Rejected!"
"ACETYLESTERASE_ACTIVITY (GO:0008126)";5;NA;"Rejected!"
"ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY (GO:0008376)";34;32;""
"ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY (GO:0008375)";44;42;""
"ACETYLTRANSFERASE_ACTIVATOR_ACTIVITY (GO:0010698)";11;NA;"Rejected!"
"ACETYLTRANSFERASE_ACTIVITY (GO:0016407)";108;95;""
"ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY (GO:0003988)";7;NA;"Rejected!"
"ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015172)";18;17;""
"ACID_AMINO_ACID_LIGASE_ACTIVITY (GO:0016881)";23;19;""
"ACID_PHOSPHATASE_ACTIVITY (GO:0003993)";9;NA;"Rejected!"
"ACID_THIOL_LIGASE_ACTIVITY (GO:0016878)";31;25;""
"ACROSIN_BINDING (GO:0032190)";5;NA;"Rejected!"
"ACTININ_BINDING (GO:0042805)";38;33;""
"ACTIN_BINDING (GO:0003779)";447;414;""
"ACTIN_FILAMENT_BINDING (GO:0051015)";212;199;""
"ACTIN_MONOMER_BINDING (GO:0003785)";29;24;""
"ACTIVE_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0022853)";116;106;""
"ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0022804)";459;409;""
"ACTIVIN_BINDING (GO:0048185)";11;NA;"Rejected!"
"ACTIVIN_RECEPTOR_ACTIVITY (GO:0017002)";9;NA;"Rejected!"
"ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I (GO:0016361)";7;NA;"Rejected!"
"ACTIVIN_RECEPTOR_BINDING (GO:0070697)";11;NA;"Rejected!"
"ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY (GO:0016411)";31;28;""
"ACYLTRANSFERASE_ACTIVITY (GO:0016746)";779;NA;"Rejected!"
"ACYLTRANSFERASE_ACTIVITY_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER (GO:0046912)";5;NA;"Rejected!"
"ACYLTRANSFERASE_ACTIVITY_TRANSFERRING_GROUPS_OTHER_THAN_AMINO_ACYL_GROUPS (GO:0016747)";249;216;""
"ACYL_COA_BINDING (GO:0120227)";18;16;""
"ACYL_COA_HYDROLASE_ACTIVITY (GO:0016289)";28;25;""
"ACYL_COA_OXIDASE_ACTIVITY (GO:0003997)";6;NA;"Rejected!"
"ADENINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015207)";5;NA;"Rejected!"
"ADENOSINE_DEAMINASE_ACTIVITY (GO:0004000)";12;NA;"Rejected!"
"ADENOSINE_RECEPTOR_BINDING (GO:0031685)";7;NA;"Rejected!"
"ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY (GO:0010856)";5;NA;"Rejected!"
"ADENYLATE_CYCLASE_ACTIVITY (GO:0004016)";23;20;""
"ADENYLATE_CYCLASE_BINDING (GO:0008179)";12;NA;"Rejected!"
"ADENYLATE_CYCLASE_INHIBITOR_ACTIVITY (GO:0010855)";5;NA;"Rejected!"
"ADENYLATE_CYCLASE_REGULATOR_ACTIVITY (GO:0010854)";12;NA;"Rejected!"
"ADENYLATE_KINASE_ACTIVITY (GO:0004017)";9;NA;"Rejected!"
"ADENYLYLTRANSFERASE_ACTIVITY (GO:0070566)";31;30;""
"ADENYL_NUCLEOTIDE_BINDING (GO:0030554)";1633;NA;"Rejected!"
"ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY (GO:0000774)";15;15;""
"ADP_BINDING (GO:0043531)";52;50;""
"ADP_D_RIBOSE_MODIFICATION_DEPENDENT_PROTEIN_BINDING (GO:0160002)";7;NA;"Rejected!"
"ADP_PHOSPHATASE_ACTIVITY (GO:0043262)";6;NA;"Rejected!"
"ADP_RIBOSE_DIPHOSPHATASE_ACTIVITY (GO:0047631)";6;NA;"Rejected!"
"ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015217)";11;NA;"Rejected!"
"ADRENERGIC_RECEPTOR_ACTIVITY (GO:0004935)";10;NA;"Rejected!"
"ADRENERGIC_RECEPTOR_BINDING (GO:0031690)";18;16;""
"ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0022858)";16;NA;"Rejected!"
"ALCOHOL_BINDING (GO:0043178)";94;85;""
"ALCOHOL_DEHYDROGENASE_NADPLUS_ACTIVITY (GO:0004022)";24;15;""
"ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY (GO:0008106)";30;22;""
"ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY (GO:0018455)";52;38;""
"ALCOHOL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015665)";8;NA;"Rejected!"
"ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY (GO:0004030)";18;16;""
"ALDEHYDE_LYASE_ACTIVITY (GO:0016832)";9;NA;"Rejected!"
"ALDOSE_REDUCTASE_NADPH_ACTIVITY (GO:0004032)";12;NA;"Rejected!"
"ALDO_KETO_REDUCTASE_NADPH_ACTIVITY (GO:0004033)";36;27;""
"ALKALINE_PHOSPHATASE_ACTIVITY (GO:0004035)";6;NA;"Rejected!"
"ALKALI_METAL_ION_BINDING (GO:0031420)";20;17;""
"ALKANE_1_MONOOXYGENASE_ACTIVITY (GO:0018685)";5;NA;"Rejected!"
"ALL_TRANS_RETINAL_BINDING (GO:0005503)";5;NA;"Rejected!"
"ALL_TRANS_RETINOL_DEHYDROGENASE_NADPPLUS_ACTIVITY (GO:0052650)";13;NA;"Rejected!"
"ALPHA_1_3_FUCOSYLTRANSFERASE_ACTIVITY (GO:0046920)";8;NA;"Rejected!"
"ALPHA_1_4_GLUCOSIDASE_ACTIVITY (GO:0004558)";5;NA;"Rejected!"
"ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING (GO:0031694)";5;NA;"Rejected!"
"ALPHA_ACTININ_BINDING (GO:0051393)";28;23;""
"ALPHA_ADRENERGIC_RECEPTOR_ACTIVITY (GO:0004936)";6;NA;"Rejected!"
"ALPHA_AMYLASE_ACTIVITY (GO:0004556)";5;NA;"Rejected!"
"ALPHA_CATENIN_BINDING (GO:0045294)";11;NA;"Rejected!"
"ALPHA_GLUCOSIDASE_ACTIVITY (GO:0090599)";8;NA;"Rejected!"
"ALPHA_KETOGLUTARATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015139)";6;NA;"Rejected!"
"ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY (GO:0001665)";6;NA;"Rejected!"
"ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY (GO:0003828)";6;NA;"Rejected!"
"ALPHA_TUBULIN_BINDING (GO:0043014)";44;42;""
"AMIDE_BINDING (GO:0033218)";249;209;""
"AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0042887)";40;36;""
"AMIDINE_LYASE_ACTIVITY (GO:0016842)";7;NA;"Rejected!"
"AMINE_BINDING (GO:0043176)";14;NA;"Rejected!"
"AMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0005275)";8;NA;"Rejected!"
"AMINOACYLASE_ACTIVITY (GO:0004046)";5;NA;"Rejected!"
"AMINOACYLTRANSFERASE_ACTIVITY (GO:0016755)";524;471;""
"AMINOACYL_TRNA_DEACYLASE_ACTIVITY (GO:0002161)";13;NA;"Rejected!"
"AMINOPEPTIDASE_ACTIVITY (GO:0004177)";40;36;""
"AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY (GO:0015247)";7;NA;"Rejected!"
"AMINO_ACID_BINDING (GO:0016597)";49;44;""
"AMINO_ACID_MONOATOMIC_CATION_ANTIPORTER_ACTIVITY (GO:0140848)";5;NA;"Rejected!"
"AMINO_ACID_MONOATOMIC_CATION_SYMPORTER_ACTIVITY (GO:0005416)";29;22;""
"AMINO_ACID_PROTON_SYMPORTER_ACTIVITY (GO:0005280)";6;NA;"Rejected!"
"AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY (GO:0005283)";23;19;""
"AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015171)";103;87;""
"AMMONIA_LYASE_ACTIVITY (GO:0016841)";5;NA;"Rejected!"
"AMMONIUM_CHANNEL_ACTIVITY (GO:0008519)";10;NA;"Rejected!"
"AMPA_GLUTAMATE_RECEPTOR_ACTIVITY (GO:0004971)";6;NA;"Rejected!"
"AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY (GO:0004679)";6;NA;"Rejected!"
"AMP_BINDING (GO:0016208)";11;NA;"Rejected!"
"AMYLASE_ACTIVITY (GO:0016160)";6;NA;"Rejected!"
"AMYLOID_BETA_BINDING (GO:0001540)";88;79;""
"ANAPHASE_PROMOTING_COMPLEX_BINDING (GO:0010997)";9;NA;"Rejected!"
"ANDROGEN_BINDING (GO:0005497)";5;NA;"Rejected!"
"ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_NADPLUS_ACTIVITY (GO:0047044)";9;NA;"Rejected!"
"ANGIOTENSIN_RECEPTOR_BINDING (GO:0031701)";8;NA;"Rejected!"
"ANKYRIN_BINDING (GO:0030506)";19;17;""
"ANKYRIN_REPEAT_BINDING (GO:0071532)";7;NA;"Rejected!"
"ANNEALING_ACTIVITY (GO:0140666)";13;NA;"Rejected!"
"ANTIGEN_BINDING (GO:0003823)";169;44;""
"ANTIOXIDANT_ACTIVITY (GO:0016209)";87;70;""
"ANTIPORTER_ACTIVITY (GO:0015297)";138;125;""
"APOLIPOPROTEIN_A_I_BINDING (GO:0034186)";5;NA;"Rejected!"
"APOLIPOPROTEIN_BINDING (GO:0034185)";18;15;""
"APOLIPOPROTEIN_RECEPTOR_BINDING (GO:0034190)";7;NA;"Rejected!"
"AP_1_ADAPTOR_COMPLEX_BINDING (GO:0035650)";5;NA;"Rejected!"
"AP_2_ADAPTOR_COMPLEX_BINDING (GO:0035612)";10;NA;"Rejected!"
"ARACHIDONATE_COA_LIGASE_ACTIVITY (GO:0047676)";11;NA;"Rejected!"
"ARACHIDONATE_MONOOXYGENASE_ACTIVITY (GO:0008391)";17;NA;"Rejected!"
"ARACHIDONATE_OMEGA_HYDROXYLASE_ACTIVITY (GO:0052869)";6;NA;"Rejected!"
"ARGININE_BINDING (GO:0034618)";9;NA;"Rejected!"
"ARMADILLO_REPEAT_DOMAIN_BINDING (GO:0070016)";8;NA;"Rejected!"
"AROMATIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015173)";11;NA;"Rejected!"
"ARP2_3_COMPLEX_BINDING (GO:0071933)";15;15;""
"ARRESTIN_FAMILY_PROTEIN_BINDING (GO:1990763)";11;NA;"Rejected!"
"ARYLESTERASE_ACTIVITY (GO:0004064)";6;NA;"Rejected!"
"ARYLSULFATASE_ACTIVITY (GO:0004065)";14;NA;"Rejected!"
"ARYL_HYDROCARBON_RECEPTOR_BINDING (GO:0017162)";8;NA;"Rejected!"
"ARYL_SULFOTRANSFERASE_ACTIVITY (GO:0004062)";9;NA;"Rejected!"
"ASPARTIC_ENDOPEPTIDASE_ACTIVITY_INTRAMEMBRANE_CLEAVING (GO:0042500)";8;NA;"Rejected!"
"ASPARTIC_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY (GO:0019828)";7;NA;"Rejected!"
"ASPARTIC_TYPE_PEPTIDASE_ACTIVITY (GO:0070001)";34;26;""
"ATPASE_ACTIVATOR_ACTIVITY (GO:0001671)";27;25;""
"ATPASE_BINDING (GO:0051117)";89;80;""
"ATPASE_COUPLED_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0043225)";10;NA;"Rejected!"
"ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY (GO:0140326)";27;26;""
"ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0042625)";24;21;""
"ATPASE_COUPLED_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0034040)";9;NA;"Rejected!"
"ATPASE_COUPLED_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0019829)";54;46;""
"ATPASE_COUPLED_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0033283)";5;NA;"Rejected!"
"ATPASE_COUPLED_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0042626)";99;90;""
"ATPASE_INHIBITOR_ACTIVITY (GO:0042030)";6;NA;"Rejected!"
"ATPASE_REGULATOR_ACTIVITY (GO:0060590)";50;47;""
"ATP_ACTIVATED_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY (GO:0015272)";6;NA;"Rejected!"
"ATP_ADP_ANTIPORTER_ACTIVITY (GO:0005471)";5;NA;"Rejected!"
"ATP_DEPENDENT_ACTIVITY (GO:0140657)";632;NA;"Rejected!"
"ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA (GO:0008094)";117;109;""
"ATP_DEPENDENT_ACTIVITY_ACTING_ON_RNA (GO:0008186)";79;73;""
"ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY (GO:0140658)";20;20;""
"ATP_DEPENDENT_DIACYLGLYCEROL_KINASE_ACTIVITY (GO:0004143)";11;NA;"Rejected!"
"ATP_DEPENDENT_DNA_DAMAGE_SENSOR_ACTIVITY (GO:0140664)";21;18;""
"ATP_DEPENDENT_DNA_DNA_ANNEALING_ACTIVITY (GO:0036310)";5;NA;"Rejected!"
"ATP_DEPENDENT_PEPTIDASE_ACTIVITY (GO:0004176)";7;NA;"Rejected!"
"ATP_DEPENDENT_PROTEIN_BINDING (GO:0043008)";7;NA;"Rejected!"
"ATP_DEPENDENT_PROTEIN_DISAGGREGASE_ACTIVITY (GO:0140545)";6;NA;"Rejected!"
"ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE (GO:0140662)";40;34;""
"ATP_GATED_ION_CHANNEL_ACTIVITY (GO:0035381)";9;NA;"Rejected!"
"ATP_HYDROLYSIS_ACTIVITY (GO:0016887)";425;398;""
"ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0005347)";14;NA;"Rejected!"
"AXON_GUIDANCE_RECEPTOR_ACTIVITY (GO:0008046)";11;NA;"Rejected!"
"AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:1901474)";14;NA;"Rejected!"
"BASAL_TRANSCRIPTION_MACHINERY_BINDING (GO:0001098)";59;56;""
"BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015174)";21;18;""
"BENZODIAZEPINE_RECEPTOR_ACTIVITY (GO:0008503)";11;NA;"Rejected!"
"BENZODIAZEPINE_RECEPTOR_BINDING (GO:0030156)";5;NA;"Rejected!"
"BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY (GO:0048531)";15;NA;"Rejected!"
"BETA_2_ADRENERGIC_RECEPTOR_BINDING (GO:0031698)";6;NA;"Rejected!"
"BETA_2_MICROGLOBULIN_BINDING (GO:0030881)";9;NA;"Rejected!"
"BETA_CATENIN_BINDING (GO:0008013)";108;101;""
"BETA_GALACTOSIDASE_ACTIVITY (GO:0004565)";5;NA;"Rejected!"
"BETA_GALACTOSIDE_CMP_ALPHA_2_3_SIALYLTRANSFERASE_ACTIVITY (GO:0003836)";7;NA;"Rejected!"
"BETA_GLUCOSIDASE_ACTIVITY (GO:0008422)";5;NA;"Rejected!"
"BETA_N_ACETYLHEXOSAMINIDASE_ACTIVITY (GO:0004563)";5;NA;"Rejected!"
"BETA_TUBULIN_BINDING (GO:0048487)";43;41;""
"BH3_DOMAIN_BINDING (GO:0051434)";6;NA;"Rejected!"
"BHLH_TRANSCRIPTION_FACTOR_BINDING (GO:0043425)";32;27;""
"BH_DOMAIN_BINDING (GO:0051400)";8;NA;"Rejected!"
"BICARBONATE_MONOATOMIC_ANION_ANTIPORTER_ACTIVITY (GO:0140829)";12;NA;"Rejected!"
"BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015106)";32;31;""
"BILE_ACID_BINDING (GO:0032052)";9;NA;"Rejected!"
"BILE_ACID_SODIUM_SYMPORTER_ACTIVITY (GO:0008508)";6;NA;"Rejected!"
"BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015125)";21;17;""
"BIOACTIVE_LIPID_RECEPTOR_ACTIVITY (GO:0045125)";17;NA;"Rejected!"
"BIOTIN_BINDING (GO:0009374)";5;NA;"Rejected!"
"BIS_5_ADENOSYL_PENTAPHOSPHATASE_ACTIVITY (GO:0034432)";6;NA;"Rejected!"
"BITTER_TASTE_RECEPTOR_ACTIVITY (GO:0033038)";25;NA;"Rejected!"
"BMP_BINDING (GO:0036122)";21;NA;"Rejected!"
"BMP_RECEPTOR_ACTIVITY (GO:0098821)";8;NA;"Rejected!"
"BMP_RECEPTOR_BINDING (GO:0070700)";13;NA;"Rejected!"
"BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015658)";10;NA;"Rejected!"
"BUBBLE_DNA_BINDING (GO:0000405)";8;NA;"Rejected!"
"C2H2_ZINC_FINGER_DOMAIN_BINDING (GO:0070742)";14;NA;"Rejected!"
"C3HC4_TYPE_RING_FINGER_DOMAIN_BINDING (GO:0055131)";5;NA;"Rejected!"
"C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015556)";15;NA;"Rejected!"
"CADHERIN_BINDING (GO:0045296)";335;330;""
"CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION (GO:0098641)";18;18;""
"CADMIUM_ION_BINDING (GO:0046870)";5;NA;"Rejected!"
"CALCITONIN_FAMILY_BINDING (GO:0097644)";5;NA;"Rejected!"
"CALCITONIN_FAMILY_RECEPTOR_ACTIVITY (GO:0097642)";6;NA;"Rejected!"
"CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY (GO:0015269)";13;NA;"Rejected!"
"CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY (GO:0004683)";30;29;""
"CALCIUM_CHANNEL_INHIBITOR_ACTIVITY (GO:0019855)";14;NA;"Rejected!"
"CALCIUM_CHANNEL_REGULATOR_ACTIVITY (GO:0005246)";58;48;""
"CALCIUM_DEPENDENT_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY (GO:0004198)";17;16;""
"CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY (GO:0047498)";17;NA;"Rejected!"
"CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING (GO:0005544)";56;50;""
"CALCIUM_DEPENDENT_PROTEIN_BINDING (GO:0048306)";81;65;""
"CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY (GO:0009931)";13;NA;"Rejected!"
"CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY (GO:0004723)";11;NA;"Rejected!"
"CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_REGULATOR_ACTIVITY (GO:0008597)";5;NA;"Rejected!"
"CALCIUM_INDEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY (GO:0047499)";9;NA;"Rejected!"
"CALCIUM_INDUCED_CALCIUM_RELEASE_ACTIVITY (GO:0048763)";5;NA;"Rejected!"
"CALCIUM_ION_BINDING (GO:0005509)";708;NA;"Rejected!"
"CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015085)";193;168;""
"CALCIUM_MONOATOMIC_CATION_ANTIPORTER_ACTIVITY (GO:0015368)";12;NA;"Rejected!"
"CALCIUM_POTASSIUM_SODIUM_ANTIPORTER_ACTIVITY (GO:0008273)";5;NA;"Rejected!"
"CALCIUM_SENSITIVE_GUANYLATE_CYCLASE_ACTIVATOR_ACTIVITY (GO:0008048)";6;NA;"Rejected!"
"CALCIUM_SODIUM_ANTIPORTER_ACTIVITY (GO:0005432)";9;NA;"Rejected!"
"CALMODULIN_BINDING (GO:0005516)";206;181;""
"CALMODULIN_DEPENDENT_PROTEIN_PHOSPHATASE_ACTIVITY (GO:0033192)";5;NA;"Rejected!"
"CAMP_BINDING (GO:0030552)";24;23;""
"CAMP_DEPENDENT_PROTEIN_KINASE_INHIBITOR_ACTIVITY (GO:0004862)";10;NA;"Rejected!"
"CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY (GO:0008603)";12;NA;"Rejected!"
"CAMP_RESPONSE_ELEMENT_BINDING (GO:0035497)";12;NA;"Rejected!"
"CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING (GO:0008140)";10;NA;"Rejected!"
"CARBOHYDRATE_BINDING (GO:0030246)";282;225;""
"CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:1901505)";54;51;""
"CARBOHYDRATE_KINASE_ACTIVITY (GO:0019200)";21;21;""
"CARBOHYDRATE_MONOATOMIC_CATION_SYMPORTER_ACTIVITY (GO:0005402)";16;15;""
"CARBOHYDRATE_PHOSPHATASE_ACTIVITY (GO:0019203)";13;NA;"Rejected!"
"CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY (GO:0005351)";7;NA;"Rejected!"
"CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015144)";38;34;""
"CARBONATE_DEHYDRATASE_ACTIVITY (GO:0004089)";16;NA;"Rejected!"
"CARBONYL_REDUCTASE_NADPH_ACTIVITY (GO:0004090)";10;NA;"Rejected!"
"CARBON_CARBON_LYASE_ACTIVITY (GO:0016830)";58;55;""
"CARBON_DIOXIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0035379)";5;NA;"Rejected!"
"CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR (GO:0016884)";10;NA;"Rejected!"
"CARBON_NITROGEN_LYASE_ACTIVITY (GO:0016840)";12;NA;"Rejected!"
"CARBON_OXYGEN_LYASE_ACTIVITY (GO:0016835)";80;74;""
"CARBON_SULFUR_LYASE_ACTIVITY (GO:0016846)";16;NA;"Rejected!"
"CARBOXYLESTERASE_ACTIVITY (GO:0106435)";6;NA;"Rejected!"
"CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY (GO:0052689)";160;137;""
"CARBOXYPEPTIDASE_ACTIVITY (GO:0004180)";49;47;""
"CARBOXY_LYASE_ACTIVITY (GO:0016831)";39;36;""
"CARDIOLIPIN_BINDING (GO:1901612)";14;NA;"Rejected!"
"CARD_DOMAIN_BINDING (GO:0050700)";15;NA;"Rejected!"
"CARADAPTOR_ACTIVITY (GO:0140312)";21;20;""
"CARRECEPTOR_ACTIVITY (GO:0038024)";66;58;""
"CARNITINE_O_ACYLTRANSFERASE_ACTIVITY (GO:0016406)";6;NA;"Rejected!"
"CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (GO:0015226)";7;NA;"Rejected!"
"CASPASE_BINDING (GO:0089720)";13;NA;"Rejected!"
"CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN (GO:0140103)";23;21;""
"CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID (GO:0140640)";650;NA;"Rejected!"
"CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA (GO:0140102)";24;23;""
"CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA (GO:0140101)";141;136;""
"CATALYTIC_ACTIVITY_ACTING_ON_DNA (GO:0140097)";254;236;""
"CATALYTIC_ACTIVITY_ACTING_ON_RNA (GO:0140098)";419;389;""
"CATECHOLAMINE_BINDING (GO:1901338)";12;NA;"Rejected!"
"CCR1_CHEMOKINE_RECEPTOR_BINDING (GO:0031726)";6;NA;"Rejected!"
"CCR2_CHEMOKINE_RECEPTOR_BINDING (GO:0031727)";6;NA;"Rejected!"
"CCR3_CHEMOKINE_RECEPTOR_BINDING (GO:0031728)";5;NA;"Rejected!"
"CCR5_CHEMOKINE_RECEPTOR_BINDING (GO:0031730)";8;NA;"Rejected!"
"CCR6_CHEMOKINE_RECEPTOR_BINDING (GO:0031731)";11;NA;"Rejected!"
"CCR_CHEMOKINE_RECEPTOR_BINDING (GO:0048020)";50;24;""
"CD4_RECEPTOR_BINDING (GO:0042609)";9;NA;"Rejected!"
"CDP_ALCOHOL_PHOSPHATIDYLTRANSFERASE_ACTIVITY (GO:0017169)";8;NA;"Rejected!"
"CELL_ADHESION_MEDIATOR_ACTIVITY (GO:0098631)";79;75;""
"CELL_ADHESION_MOLECULE_BINDING (GO:0050839)";568;NA;"Rejected!"
"CELL_ADHESIVE_PROTEIN_BINDING_INVOLVED_IN_BUNDLE_OF_HIS_CELL_PURKINJE_MYOCYTE_COMMUNICATION (GO:0086083)";5;NA;"Rejected!"
"CELL_CELL_ADHESION_MEDIATOR_ACTIVITY (GO:0098632)";58;55;""
