"NAME";"PROBE";"GENE SYMBOL";"GENE TITLE";"RANK IN GENE LIST";"RANK METRIC SCORE";"CORE ENRICHMENT"
"row_94";"ENSG00000211967";"IGHV3-53";"immunoglobulin heavy variable 3-53";15131;0;"No"
"row_95";"ENSG00000211968";"IGHV1-58";"immunoglobulin heavy variable 1-58";15132;0;"No"
"row_96";"ENSG00000211970";"IGHV4-61";"immunoglobulin heavy variable 4-61";15133;0;"No"
"row_97";"ENSG00000211972";"IGHV3-66";"immunoglobulin heavy variable 3-66";15134;0;"No"
"row_98";"ENSG00000211973";"IGHV1-69";"immunoglobulin heavy variable 1-69";15135;0;"No"
"row_99";"ENSG00000211974";"IGHV2-70D";"immunoglobulin heavy variable 2-70D";15136;0;"No"
"row_100";"ENSG00000211976";"IGHV3-73";"immunoglobulin heavy variable 3-73";15137;0;"No"
"row_101";"ENSG00000211979";"IGHV7-81";"immunoglobulin heavy variable 7-81 (non-functional)";15139;0;"No"
"row_102";"ENSG00000222037";"IGLC6";"immunoglobulin lambda constant 6";16188;0;"No"
"row_103";"ENSG00000223350";"IGLV9-49";"immunoglobulin lambda variable 9-49";16554;0;"No"
"row_104";"ENSG00000223648";"IGHV3-64";"immunoglobulin heavy variable 3-64";16617;0;"No"
"row_105";"ENSG00000224041";"IGKV3D-15";"immunoglobulin kappa variable 3D-15";16709;0;"No"
"row_106";"ENSG00000224373";"IGHV4-59";"immunoglobulin heavy variable 4-59";16774;0;"No"
"row_107";"ENSG00000224650";"IGHV3-74";"immunoglobulin heavy variable 3-74";16834;0;"No"
"row_108";"ENSG00000225523";"IGKV6D-21";"immunoglobulin kappa variable 6D-21 (non-functional)";17010;0;"No"
"row_109";"ENSG00000225698";"IGHV3-72";"immunoglobulin heavy variable 3-72";17044;0;"No"
"row_110";"ENSG00000228325";"IGKV3D-7";"immunoglobulin kappa variable 3D-7";17578;0;"No"
"row_111";"ENSG00000232216";"IGHV3-43";"immunoglobulin heavy variable 3-43";18382;0;"No"
"row_112";"ENSG00000236170";"IGHD1-1";"immunoglobulin heavy diversity 1-1";19251;0;"No"
"row_113";"ENSG00000239571";"IGKV2D-30";"immunoglobulin kappa variable 2D-30";19969;0;"No"
"row_114";"ENSG00000239819";"IGKV1D-8";"immunoglobulin kappa variable 1D-8";20022;0;"No"
"row_115";"ENSG00000239855";"IGKV1-6";"immunoglobulin kappa variable 1-6";20031;0;"No"
"row_116";"ENSG00000239862";"IGKV1-37";"immunoglobulin kappa variable 1-37 (non-functional)";20034;0;"No"
"row_117";"ENSG00000239951";"IGKV3-20";"immunoglobulin kappa variable 3-20";20051;0;"No"
"row_118";"ENSG00000239975";"IGKV1D-33";"immunoglobulin kappa variable 1D-33";20057;0;"No"
"row_119";"ENSG00000240382";"IGKV1-17";"immunoglobulin kappa variable 1-17";20143;0;"No"
"row_120";"ENSG00000240671";"IGKV1-8";"immunoglobulin kappa variable 1-8";20211;0;"No"
"row_121";"ENSG00000240864";"IGKV1-16";"immunoglobulin kappa variable 1-16";20254;0;"No"
"row_122";"ENSG00000241294";"IGKV2-24";"immunoglobulin kappa variable 2-24";20357;0;"No"
"row_123";"ENSG00000241566";"IGKV2D-24";"immunoglobulin kappa variable 2D-24 (non-functional)";20407;0;"No"
"row_124";"ENSG00000241755";"IGKV1-9";"immunoglobulin kappa variable 1-9";20443;0;"No"
"row_125";"ENSG00000242371";"IGKV1-39";"immunoglobulin kappa variable 1-39";20577;0;"No"
"row_126";"ENSG00000242534";"IGKV2D-28";"immunoglobulin kappa variable 2D-28";20611;0;"No"
"row_127";"ENSG00000242580";"IGKV1D-43";"immunoglobulin kappa variable 1D-43";20620;0;"No"
"row_128";"ENSG00000242766";"IGKV1D-17";"immunoglobulin kappa variable 1D-17";20665;0;"No"
